cleaned_text,created_at,follower_count,profile_image,retweets,sentiment,text,tweet_id,user_name,user_url
_bhatt Narendra Modi was interrogated for several hours his home minister was arrested tortured and exterminated from Gujarat n…,2019-02-03 23:47:57,241,https://pbs.twimg.com/profile_images/274284943/DSC00621_edit_normal.JPG,693,neutral,"@alok_bhatt: Narendra Modi was interrogated for several hours, his home minister was arrested, tortured and exterminated from Gujarat, n…",1092208098687754241,वीरेन्द्र सिंह राठौड़(मेड़तिया),https://twitter.com/virendrarathore
"#MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"" appealing to all uniformed forces includin…",2019-02-03 23:47:49,314,https://pbs.twimg.com/profile_images/545106147674701824/vVR6cC9C_normal.jpeg,559,positive,"@anirbanganguly: #MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"", appealing to all uniformed forces includin…",1092208063514173440,Kunal Sharma,https://twitter.com/172263bff5c8473
mataVsCBI AjitDoval was giving instructions to the agency at the behest of Narendra Modi and Amit Shah Mamta,2019-02-03 23:46:18,111225,https://pbs.twimg.com/profile_images/838507697263665152/xoRtimPY_normal.jpg,0,neutral,"mataVsCBI

AjitDoval was giving instructions to the agency at the behest of Narendra Modi and Amit Shah - Mamta https://t.co/hZ1kcKn4x9",1092207684365910016,manav,https://twitter.com/manavjivan
ul Gandhi to impose a new Tax and he already appears 10 times more visionary than Narendra Modi via Herald,2019-02-03 23:45:58,23677,https://pbs.twimg.com/profile_images/1079334617742823425/2Z7F45Uj_normal.jpg,10,positive,ul Gandhi to impose a new Tax and he already appears 10 times more visionary than Narendra Modi https://t.co/jJkjJxkgtI via @State Herald,1092207597237751809,🕊🕊VIDYASINGH 🕊🕊,https://twitter.com/vidya7281
"#MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"" appealing to all uniformed forces includin…",2019-02-03 23:45:18,35,https://pbs.twimg.com/profile_images/1039123251430125569/NgjO4rga_normal.jpg,559,positive,"@anirbanganguly: #MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"", appealing to all uniformed forces includin…",1092207430539378689,docofheart,https://twitter.com/docofheart
nd by citizenship Bill tortured children of Maa Bharati PM Narendra Modi,2019-02-03 23:45:14,126,https://pbs.twimg.com/profile_images/871991916157521920/yPZrDb8A_normal.jpg,0,neutral,"nd by citizenship Bill, tortured children of Maa Bharati: PM Narendra Modi https://t.co/CT7LLIjyKG https://t.co/P3Npovzc3X",1092207413137154048,World Site News,https://twitter.com/worldsitenews
nd by citizenship Bill tortured children of Maa Bharati PM Narendra Modi,2019-02-03 23:45:12,609,https://pbs.twimg.com/profile_images/1070980742052745218/NL1Z-s0q_normal.jpg,0,neutral,"nd by citizenship Bill, tortured children of Maa Bharati: PM Narendra Modi https://t.co/GMyaXRBrkA https://t.co/XskWOplqMb",1092207407290372096,Siddharth Singh,https://twitter.com/Siddharthjrs
_b01 It was CBI which arrested Amit Shah with false allegation in the encounter case Thought Narendra Modi was C of Gujarat th…,2019-02-03 23:45:01,7150,https://pbs.twimg.com/profile_images/1036772677006966784/uH9A6VGk_normal.jpg,429,negative,@avinash_b01: It was CBI which arrested Amit Shah with false allegation in the encounter case. Thought Narendra Modi was C of Gujarat th…,1092207358262927360,Chandra Kant,https://twitter.com/chandu532
are had earlier told ANI that PM Narendra Modi will be responsible if something happens to him,2019-02-03 23:45:00,8725657,https://pbs.twimg.com/profile_images/548508720888442881/T4tYT9xR_normal.jpeg,14,positive,"are had earlier told ANI that PM Narendra Modi will be responsible if something happens to him

https://t.co/0pHymyOui4",1092207355037696000,TIMES NOW,https://twitter.com/TimesNow
erim budget will support consumer spending economic growth USIBC via NaMo App,2019-02-03 23:44:54,596,https://pbs.twimg.com/profile_images/896647339712053248/VSrQok3r_normal.jpg,1,positive,"erim budget will support consumer spending, economic growth: USIBC
https://t.co/vbCFZeBS1T via NaMo App https://t.co/3G9Q6FogMD",1092207332530872321,🇮🇳Avinandan Bose🇮🇳,https://twitter.com/BoseAvinandan
Mamata Banerjee rubs it in taunts Narendra Modi with 'we could have arrested CBI but we left them warning,2019-02-03 23:44:34,613,https://pbs.twimg.com/profile_images/685792947607093248/5ywNqyNz_normal.jpg,326,neutral,"@JantaKaReporter: Mamata Banerjee rubs it in, taunts Narendra Modi with 'we could have arrested CBI but we left them' warning https://t.…",1092207247579639808,shreenathsingh,https://twitter.com/shreenathsingh1
Modi dedicates projects worth Rs 3000 crore to J&amp;K reaches out to Kashmiri Pandits India News The Indian Exp,2019-02-03 23:44:09,7,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,positive,"Modi dedicates projects worth Rs 3000 crore to J&amp;K, reaches out to Kashmiri Pandits | India News, The Indian Exp… https://t.co/DifteISh74",1092207143208607744,Legend victory,https://twitter.com/Legendvictory1
e trust in Narendra Modi Either he will find way or make one PM and NDA thank 128 crore Indians for winning 43,2019-02-03 23:43:21,92,https://pbs.twimg.com/profile_images/1060898087303069696/OBCQy7Sd_normal.jpg,0,positive,e trust in Narendra Modi. Either he will find way or make one. PM and NDA thank 128 crore Indians for winning 43… https://t.co/D5S0godEIe,1092206942519508992,N.sunil,https://twitter.com/aanunim
Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours he cooperated with…,2019-02-03 23:43:12,130,https://pbs.twimg.com/profile_images/1043576911333605381/vHPInxN-_normal.jpg,2015,neutral,"@maryashakil: Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours, he cooperated with…",1092206903482933248,Shravan Kumar,https://twitter.com/shravank00
Narendra Modi Amit Shah Are Planning a Coup in West Bengal Mamata Banerjee via _in,2019-02-03 23:43:12,229,https://pbs.twimg.com/profile_images/1006749927580594176/uGnyX83b_normal.jpg,40,neutral,"@svaradarajan: Narendra Modi, Amit Shah Are Planning a Coup in West Bengal: Mamata Banerjee https://t.co/Auf1MJsNJn via @thewire_in",1092206903013326851,K.v.Job,https://twitter.com/kjobvarghese
ting Their Votes by Voting Their Caste,2019-02-03 23:42:47,97,https://pbs.twimg.com/profile_images/1736499475/8_normal.jpg,0,neutral,ting Their Votes by Voting Their Caste https://t.co/NOtGMtdD2g,1092206797358682112,Anirban Pal,https://twitter.com/palanirb
_d_h_nair Prime Minister Narendra Modi Is 'king Of Jungle Devendra Fadnaavis At least some BJP leaders understand that Indian PM…,2019-02-03 23:42:02,221,https://pbs.twimg.com/profile_images/750726111743455232/VzUmQLKJ_normal.jpg,516,negative,"@t_d_h_nair: Prime Minister Narendra Modi Is 'king Of Jungle' - Devendra Fadnaavis

At least some BJP leaders understand that Indian PM…",1092206608036388866,Marendar Nodi Aka daaku raja,https://twitter.com/abdulsaif09
Narendra Modi will be responsible if anything happens to me Anna Hazare,2019-02-03 23:41:54,98,https://pbs.twimg.com/profile_images/1037771281884536832/Pyt8lWXc_normal.jpg,0,positive,Narendra Modi will be responsible if anything happens to me: Anna Hazare https://t.co/TngdGB08gk,1092206574209253377,Aminul Islam,https://twitter.com/aminulmodel
_in Mamata Didi fights with Delhi for Bengal But SP BSP leaders protect Delhi and save them They ask for help in CBI ca…,2019-02-03 23:41:14,563,https://pbs.twimg.com/profile_images/1031164850989191168/wJGWjiKx_normal.jpg,1039,neutral,"@narendramodi_in: Mamata Didi fights with Delhi for Bengal. But SP, BSP leaders protect Delhi and save them. They ask for help in CBI ca…",1092206405845544962,Ujwal 🇮🇳,https://twitter.com/iam_Ujwal
In 2014 had won 135 of the 145 seats in UP MP Chhattisgarh &amp Rajasthan By any calculation the BJP is poise…,2019-02-03 23:40:01,713,https://pbs.twimg.com/profile_images/1094231229317169158/hnVPbCxQ_normal.jpg,139,neutral,"@MahapatPravat: In 2014 @BJP4India had won 135 of the 145 seats in UP, MP, Chhattisgarh &amp; Rajasthan. By any calculation the BJP is poise…",1092206099728453632,अजय(‏‎أجاي ),https://twitter.com/bajrangbali79
_bhatt Narendra Modi was interrogated for several hours his home minister was arrested tortured and exterminated from Gujarat n…,2019-02-03 23:39:48,92,https://pbs.twimg.com/profile_images/1090152752456523776/ckjJUo-x_normal.jpg,693,neutral,"@alok_bhatt: Narendra Modi was interrogated for several hours, his home minister was arrested, tortured and exterminated from Gujarat, n…",1092206046540574720,Vivek A Gupta,https://twitter.com/SVivekAnand123
ी रंज बोले सबस तेज स राजमार्गो क विका करन वाल दे बन भार,2019-02-03 23:39:44,14,https://pbs.twimg.com/profile_images/1031869800014733312/6B3aukSQ_normal.jpg,0,neutral,"ीव रंजन बोले- सबसे तेजी से राजमार्गों का विकास करने वाला देश बना भारत 
 
 https://t.co/mXqjwr0Sub https://t.co/nBfZNOhR5I",1092206029025230856,Aman,https://twitter.com/Amanv88
_in Mamata Didi fights with Delhi for Bengal But SP BSP leaders protect Delhi and save them They ask for help in CBI ca…,2019-02-03 23:39:05,140,https://pbs.twimg.com/profile_images/928471499538878466/L26cLDDW_normal.jpg,1039,neutral,"@narendramodi_in: Mamata Didi fights with Delhi for Bengal. But SP, BSP leaders protect Delhi and save them. They ask for help in CBI ca…",1092205867401924608,rofl fan club,https://twitter.com/voteisinthename
ian authorities placed more than 7.5 million people of #Kashmir valley under house arrest when Indian PM Narend,2019-02-03 23:38:15,11,https://pbs.twimg.com/profile_images/1092211811800285185/AuZcC7dM_normal.jpg,0,positive,ian authorities placed more than 7.5 million people of #Kashmir valley  under house arrest when Indian PM Narend… https://t.co/u3bIrWQ4TK,1092205658701815808,Ali Jan,https://twitter.com/AliJan20080
_bhatt Narendra Modi was interrogated for several hours his home minister was arrested tortured and exterminated from Gujarat n…,2019-02-03 23:38:13,432,https://pbs.twimg.com/profile_images/915230086525157376/ez7b3WcC_normal.jpg,693,neutral,"@alok_bhatt: Narendra Modi was interrogated for several hours, his home minister was arrested, tortured and exterminated from Gujarat, n…",1092205648471683073,ਅਰਸ਼ 🇮🇳,https://twitter.com/SimplyArsh
rasimman36 _Rashid Your twitter's cover pic is of Lord shri Ram So is this what you're learning from the,2019-02-03 23:37:57,4,https://pbs.twimg.com/profile_images/1092311551371968512/JLjbb0kU_normal.jpg,0,neutral,rasimman36 @Shehla_Rashid Your twitter's cover pic is of Lord shri Ram. So is this what you're learning from the… https://t.co/KMikNcCHqc,1092205580641419264,ASHISH SIWAL,https://twitter.com/ASHISHSIWAL4
Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours he cooperated with…,2019-02-03 23:37:40,44,https://pbs.twimg.com/profile_images/1092262599771664384/E3FxVeP6_normal.jpg,2015,neutral,"@maryashakil: Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours, he cooperated with…",1092205509275377664,Omar Farooq عمر فاروق🇮🇳 🇬🇧🇮🇱,https://twitter.com/nuqtwa
Things that will be blamed on Narendra Modi in the run-up to the general elections. 1 Partition of India 2 Iraq War 3.…,2019-02-03 23:37:35,355,https://pbs.twimg.com/profile_images/1083253628461346816/hL8BdMCL_normal.jpg,159,positive,"@ByRakeshSimha: Things that will be blamed on Narendra Modi in the run-up to the general elections.
1. Partition of India
2. Iraq War
3.…",1092205489515986944,Mukunda,https://twitter.com/Mukunda1973
Things that will be blamed on Narendra Modi in the run-up to the general elections. 1 Partition of India 2 Iraq War 3.…,2019-02-03 23:37:08,187,https://pbs.twimg.com/profile_images/474289357067517952/SmwV6tEt_normal.png,159,positive,"@ByRakeshSimha: Things that will be blamed on Narendra Modi in the run-up to the general elections.
1. Partition of India
2. Iraq War
3.…",1092205374873235456,Mahesh Patel,https://twitter.com/mahpatel
i visits occupied Kashmir amid protest strike India’s prime minster Narendra Modi is in occupied Kashmir for a,2019-02-03 23:37:05,297,https://pbs.twimg.com/profile_images/769491482080403456/txgEqFOJ_normal.jpg,0,neutral,i visits occupied Kashmir amid protest strike: India’s prime minster Narendra Modi is in occupied Kashmir for a… https://t.co/7J2ad36C4u,1092205365087719424,Cricket Updates,https://twitter.com/_PakCricket_
Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours he cooperated with…,2019-02-03 23:36:50,355,https://pbs.twimg.com/profile_images/1083253628461346816/hL8BdMCL_normal.jpg,2015,neutral,"@maryashakil: Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours, he cooperated with…",1092205299736297472,Mukunda,https://twitter.com/Mukunda1973
_d_h_nair Prime Minister Narendra Modi Is 'king Of Jungle Devendra Fadnaavis At least some BJP leaders understand that Indian PM…,2019-02-03 23:36:38,6574,https://pbs.twimg.com/profile_images/1044213996184694784/lq5CGJRg_normal.jpg,516,negative,"@t_d_h_nair: Prime Minister Narendra Modi Is 'king Of Jungle' - Devendra Fadnaavis

At least some BJP leaders understand that Indian PM…",1092205250755186688,Rutvik Subhedar,https://twitter.com/RutvikSubhedar
_d_h_nair Prime Minister Narendra Modi Is 'king Of Jungle Devendra Fadnaavis At least some BJP leaders understand that Indian PM…,2019-02-03 23:36:22,598,https://pbs.twimg.com/profile_images/1065951611435003904/dEJ0wOC7_normal.jpg,516,negative,"@t_d_h_nair: Prime Minister Narendra Modi Is 'king Of Jungle' - Devendra Fadnaavis

At least some BJP leaders understand that Indian PM…",1092205182966947841,Kuldeep Virdi,https://twitter.com/virdikuldeep
We are now on Twitter with a collection of all the lies of Prime Minister Narendra Modi since he assumed power For a compi…,2019-02-03 23:36:09,84,https://pbs.twimg.com/profile_images/1091123859506397184/5spqs5UA_normal.jpg,47,neutral,"@LiesModi: We are now on Twitter with a collection of all the lies of Prime Minister Narendra Modi since he assumed power. 

For a compi…",1092205128642428928,RaidinG,https://twitter.com/ChokidarCh0rHai
In 2014 had won 135 of the 145 seats in UP MP Chhattisgarh &amp Rajasthan By any calculation the BJP is poise…,2019-02-03 23:35:39,158,https://pbs.twimg.com/profile_images/1004725863458299904/H0KzP5w9_normal.jpg,139,neutral,"@MahapatPravat: In 2014 @BJP4India had won 135 of the 145 seats in UP, MP, Chhattisgarh &amp; Rajasthan. By any calculation the BJP is poise…",1092205003199078400,aroon rao,https://twitter.com/aroonrao2000
महाराष्ट् क सीए देवेंद् फडणवी बोले प्रधानमंत्र मोद है 'जंग क राजा',2019-02-03 23:35:36,232,https://pbs.twimg.com/profile_images/1093669601588568064/Y0o-ugk-_normal.jpg,17,neutral,"@ZeeNewsHindi: महाराष्ट्र के सीएम देवेंद्र फडणवीस बोले- प्रधानमंत्री मोदी हैं 'जंगल के राजा'

https://t.co/43bw1n09LH",1092204992017002496,shivendra pandey,https://twitter.com/CskShivendra
Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours he cooperated with…,2019-02-03 23:35:32,230,https://pbs.twimg.com/profile_images/1027870233841680384/zs4gQR-4_normal.jpg,2015,neutral,"@maryashakil: Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours, he cooperated with…",1092204975093014529,Sanket Kelkar,https://twitter.com/SanketKelkar
should be asking is anyone there in coNgress to challenge Rahul Gandhi if he fails to win lok sabha,2019-02-03 23:34:50,14,https://pbs.twimg.com/profile_images/805746676526788608/JgG2su9M_normal.jpg,0,positive,should be asking is anyone there in coNgress to challenge Rahul Gandhi if he fails to win lok sabha… https://t.co/VsK1P7Y69h,1092204795673350144,HNV,https://twitter.com/HNVGOWDA
Twitter erupts with memes and jokes as Narendra Modi 'bhakts launch protest against Twitter #ProtestAgainstTwitter…,2019-02-03 23:34:13,469,https://pbs.twimg.com/profile_images/963371705447141376/sqA6lthu_normal.jpg,164,neutral,@JantaKaReporter: Twitter erupts with memes and jokes as Narendra Modi 'bhakts' launch protest against Twitter  #ProtestAgainstTwitter…,1092204640467333120,Smarajit Basu,https://twitter.com/basu_smarajit
The federal structure of the Republic of India is sacrosanct and can’t be violated nor any agency used to create volati…,2019-02-03 23:34:12,6574,https://pbs.twimg.com/profile_images/1044213996184694784/lq5CGJRg_normal.jpg,125,neutral,@AnandSharmaINC: The federal structure of the Republic of India is sacrosanct and can’t be violated nor any agency used to create volati…,1092204635765432320,Rutvik Subhedar,https://twitter.com/RutvikSubhedar
Tejashwi yadav In Patna Rally तेजस्व याद न पीए मोद क बताय स्मार् सेल्समैन कहा गंजो क भ कंघ बे दी …,2019-02-03 23:33:27,1836,https://pbs.twimg.com/profile_images/1088508521560207360/OAy0JfYA_normal.jpg,190,neutral,"@Inkhabar: Tejashwi yadav In Patna Rally: तेजस्वी यादव ने पीएम मोदी को बताया स्मार्ट सेल्समैन, कहा- गंजों को भी कंघी बेच दी
@yadavtejash…",1092204447294459904,महागठबंधन सरकार,https://twitter.com/Mahagathbandh
_jain Narendra Modi knows how to shake Mamata to the core 😂 He won't say a word or attract any negativity But silently he'll…,2019-02-03 23:33:10,666,https://pbs.twimg.com/profile_images/1043982348528877573/FiFPlGJH_normal.jpg,182,neutral,"@vinayak_jain: Narendra Modi knows how to shake Mamata to the core 😂

He won't say a word or attract any negativity. But silently he'll…",1092204378289827841,🇮🇳Rajat Bhargava🕉️,https://twitter.com/bhrgvr
_bhatt Narendra Modi was interrogated for several hours his home minister was arrested tortured and exterminated from Gujarat n…,2019-02-03 23:33:04,156,https://pbs.twimg.com/profile_images/1040105798448242688/jNuBv1Rj_normal.jpg,693,neutral,"@alok_bhatt: Narendra Modi was interrogated for several hours, his home minister was arrested, tortured and exterminated from Gujarat, n…",1092204352628879362,I don't like plastic donas for prasad.,https://twitter.com/Md28043036
_b01 It was CBI which arrested Amit Shah with false allegation in the encounter case Thought Narendra Modi was C of Gujarat th…,2019-02-03 23:32:55,586,https://pbs.twimg.com/profile_images/1092104229207056385/KcRbwC6y_normal.jpg,429,negative,@avinash_b01: It was CBI which arrested Amit Shah with false allegation in the encounter case. Thought Narendra Modi was C of Gujarat th…,1092204316696424449,King Julian,https://twitter.com/KingJulianOfMG
A BJP our country is fully safe in the hands of Narendra modi Bocz Modi Govt has done stun…,2019-02-03 23:32:46,236,https://pbs.twimg.com/profile_images/1046659679655362560/JLN96ayw_normal.jpg,3,positive,"@PrasadBivash: @SwetaSinghAjT @SMehta1950 A- BJP,  our country is fully safe in the hands of Narendra modi. Bocz Modi Govt has done stun…",1092204275747282944,Narendra Raikar,https://twitter.com/NarendraRaikar
ws #NewsAlert Social activist Anna Hazare whose indefinite hunger strike entered the fifth day on Sunday warne,2019-02-03 23:32:10,371,https://pbs.twimg.com/profile_images/1077789873006874624/REBJu0SN_normal.jpg,0,positive,"ws #NewsAlert Social activist Anna Hazare, whose indefinite hunger strike entered the fifth day on Sunday, warne… https://t.co/QWSvdgaKih",1092204127294312448,🇮🇳जय भारत माता🇮🇳 (News All Time),https://twitter.com/Newsalltime24
Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours he cooperated with…,2019-02-03 23:31:28,5518,https://pbs.twimg.com/profile_images/1069149505319260160/AdJXfaWo_normal.jpg,2015,neutral,"@maryashakil: Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours, he cooperated with…",1092203950814650368,Rajesh Kumar Singh🇮🇳,https://twitter.com/Neelnabh
"#MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"" appealing to all uniformed forces includin…",2019-02-03 23:31:23,58,https://pbs.twimg.com/profile_images/917195313437462528/9GaC35VJ_normal.jpg,559,positive,"@anirbanganguly: #MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"", appealing to all uniformed forces includin…",1092203929247526912,Rakshith Tumkur,https://twitter.com/rakshithtumkur
Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours he cooperated with…,2019-02-03 23:31:18,229,https://pbs.twimg.com/profile_images/883507158293164032/KHHkYRxX_normal.jpg,2015,neutral,"@maryashakil: Bjp Sources say Narendra Modi as the sitting CM of Gujarat was questioned by the CBI for over 9 hours, he cooperated with…",1092203908682805248,🇮🇳AjayPremKaushalPareek🇮🇳,https://twitter.com/AjayPremKaushal
_digital Accusing Prime Minister Narendra Modi of plotting a coup West Bengal Chief Minister Mamata Banerjee along with Kolkata Po…,2019-02-03 23:30:55,508,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,37,neutral,"@ani_digital: Accusing Prime Minister Narendra Modi of plotting a coup, West Bengal Chief Minister Mamata Banerjee along with Kolkata Po…",1092203812398530561,mo,https://twitter.com/ramchandani2000
_b01 It was CBI which arrested Amit Shah with false allegation in the encounter case Thought Narendra Modi was C of Gujarat th…,2019-02-03 23:30:41,176,https://pbs.twimg.com/profile_images/993134309774053377/7ouWAhr__normal.jpg,429,negative,@avinash_b01: It was CBI which arrested Amit Shah with false allegation in the encounter case. Thought Narendra Modi was C of Gujarat th…,1092203751304249344,Sahil Jain,https://twitter.com/im_sahiljain
_bhatt Narendra Modi was interrogated for several hours his home minister was arrested tortured and exterminated from Gujarat n…,2019-02-03 23:29:51,165,https://pbs.twimg.com/profile_images/877425472677793793/BvUO32pR_normal.jpg,693,neutral,"@alok_bhatt: Narendra Modi was interrogated for several hours, his home minister was arrested, tortured and exterminated from Gujarat, n…",1092203542402732032,No to single use plastics,https://twitter.com/rahul_dev80
"#MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"" appealing to all uniformed forces includin…",2019-02-03 23:28:21,3633,https://pbs.twimg.com/profile_images/870388098164764672/V1NosdOK_normal.jpg,559,positive,"@anirbanganguly: #MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"", appealing to all uniformed forces includin…",1092203167738142720,InnovativeHindu 🇮🇳,https://twitter.com/InnovativeHindu
Across the Aisle The importance of being Mr Gadkari The Indian Express _IN _gadk…,2019-02-03 23:28:03,1186,https://pbs.twimg.com/profile_images/1045377802080382977/Z6JLRxHS_normal.jpg,95,neutral,@KartiPC: Across the Aisle: The importance of being Mr Gadkari | The Indian Express https://t.co/jhr776Gxj6 @PChidambaram_IN @nitin_gadk…,1092203090277793792,moin naz,https://twitter.com/moin_naz
Minimum income guarantee would be the Brahmastra to finish poverty and hunger. It will give a helping hand to farmers and job…,2019-02-03 23:27:15,661,https://pbs.twimg.com/profile_images/928786745050537984/P9RbHVYA_normal.jpg,642,neutral,"@WithPGV: Minimum income guarantee would be the Brahmastra to finish poverty and hunger.
It will give a helping hand to farmers and job…",1092202889060134912,masood,https://twitter.com/masood_lm
O’Brien accused Prime Minister Narendra Modi and Bharatiya Janata Party president Amit Shah of putting the Constitution in da…,2019-02-03 23:27:06,96,https://pbs.twimg.com/profile_images/1001950434955841537/h0gNaLAT_normal.jpg,26,neutral,@TimesNow: O’Brien accused Prime Minister Narendra Modi and Bharatiya Janata Party president Amit Shah of putting the Constitution in da…,1092202849688264712,srinivasa ramanujam,https://twitter.com/srini_ramanuj
ueIndology You are my 2nd most favourite Indian First is Narendra Modi!,2019-02-03 23:26:57,311,https://pbs.twimg.com/profile_images/938578582355419136/GSPxBRG2_normal.jpg,0,positive,ueIndology You are my 2nd  most favourite Indian. First is Narendra Modi!,1092202814653194240,(((Naz Epatiya Mae))),https://twitter.com/EpatiyaMae
_hindu Mamata Banerjee hit back at Narendra Modi accusing him of “orchestrating riots and killing people,2019-02-03 23:26:38,6,https://pbs.twimg.com/profile_images/1077974423183867906/ZWmVIgxz_normal.jpg,30,neutral,@the_hindu: Mamata Banerjee hit back at Narendra Modi accusing him of “orchestrating riots and killing people” https://t.co/Tsg45csY5V,1092202733623435264,வேணு👴♂️॥🍷🚬॥🇮🇳🌍🇹🇴॥🎨🎻🎭⛷॥📚🥇॥🔬💼💶॥☯️॥🐕,https://twitter.com/cksxcxz
Warm welcome to Narendra Modi in Kashmir People battled the extreme chill and reached Srinagar to receive him,2019-02-03 23:25:57,1546,https://pbs.twimg.com/profile_images/833398472418144256/9yU_hjvL_normal.jpg,17,positive,@kabwrites: Warm welcome to Narendra Modi in Kashmir. People battled the extreme chill and reached Srinagar to receive him. 👇 https://t.…,1092202559924666368,Khurshid A. Guru,https://twitter.com/KhurshidGuru
There is something fundamentally wrong in Modi using public funds to inaugurate projects as PM and then using the same pl…,2019-02-03 23:25:15,40,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,476,negative,@svaradarajan: There is something fundamentally wrong in Modi using public funds to inaugurate projects as PM and then using the same pl…,1092202385823326209,Rajeev Verma,https://twitter.com/Devarish911
_bhatt Narendra Modi was interrogated for several hours his home minister was arrested tortured and exterminated from Gujarat n…,2019-02-03 23:24:47,315,https://pbs.twimg.com/profile_images/1066780963206615040/GaOLoOKZ_normal.jpg,693,neutral,"@alok_bhatt: Narendra Modi was interrogated for several hours, his home minister was arrested, tortured and exterminated from Gujarat, n…",1092202266185076737,Cosmic_Indian 🇮🇳,https://twitter.com/silent_crusade1
"#MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"" appealing to all uniformed forces includin…",2019-02-03 23:24:21,283,https://pbs.twimg.com/profile_images/2844955954/cbeac557f1ab4e5fa0015ba0f57d261b_normal.jpeg,559,positive,"@anirbanganguly: #MamataBanerjee inciting the central forces to ""condemn Narendra Modi Govt"", appealing to all uniformed forces includin…",1092202160748617728,Hareesh kumar S.D,https://twitter.com/hareeshSD
_digital Accusing Prime Minister Narendra Modi of plotting a coup West Bengal Chief Minister Mamata Banerjee along with Kolkata Po…,2019-02-03 23:24:19,526,https://pbs.twimg.com/profile_images/669551173729284098/HYaO8OBB_normal.jpg,37,neutral,"@ani_digital: Accusing Prime Minister Narendra Modi of plotting a coup, West Bengal Chief Minister Mamata Banerjee along with Kolkata Po…",1092202152670355457,IMEIUNLOCLSTORE,https://twitter.com/nokiancare
_b01 It was CBI which arrested Amit Shah with false allegation in the encounter case Thought Narendra Modi was C of Gujarat th…,2019-02-03 23:23:45,380,https://pbs.twimg.com/profile_images/1092195868793540609/gxk5qZth_normal.jpg,429,negative,@avinash_b01: It was CBI which arrested Amit Shah with false allegation in the encounter case. Thought Narendra Modi was C of Gujarat th…,1092202009283973120,|| Truth Alone Triumphs || 🇮🇳,https://twitter.com/satymeva_jayate
_bhatt Narendra Modi was interrogated for several hours his home minister was arrested tortured and exterminated from Gujarat n…,2019-02-03 23:23:43,99,https://pbs.twimg.com/profile_images/1005382741012049920/lKH2qWgn_normal.jpg,693,neutral,"@alok_bhatt: Narendra Modi was interrogated for several hours, his home minister was arrested, tortured and exterminated from Gujarat, n…",1092201998433308672,Ullas Haritasa,https://twitter.com/ullasharithsa
Modi Government is changing the lives of women in India Comprehensive Analysis by IRC,2019-02-03 23:22:39,340,https://pbs.twimg.com/profile_images/959296579931856896/FmQ1bk7I_normal.jpg,0,neutral, Modi Government is changing the lives of women in India? Comprehensive Analysis by IRC https://t.co/JxjODaVUbU,1092201730727706624,Sudhir Kumar,https://twitter.com/sudhirghylan
"#bengalwithmodi #RobertVadra Shri Ravi Shankar Prasad Mamata Didi PM Shri Narendra Modi ji कबी मानु जन् दुर्ल है,…",2019-02-02 23:52:16,32,https://pbs.twimg.com/profile_images/1083024550084763649/VWOnC2hx_normal.jpg,441,neutral,"@abhishkJntrMnt: #bengalwithmodi #RobertVadra
Shri Ravi Shankar Prasad
Mamata Didi
PM Shri Narendra Modi ji

कबीर मानुष जन्म दुर्लभ है,…",1091846798564483073,Rahul Bhoyar,https://twitter.com/RahulBh42579148
Just before Thakurnagar rally PM Narendra Modi met Bodo Maa also known as Binapani Devi He touched her feet and asked after her…,2019-02-02 23:49:51,1553,https://pbs.twimg.com/profile_images/892741719803834368/oEJJ-eDw_normal.jpg,435,neutral,"@dna: Just before Thakurnagar rally, PM Narendra Modi met Bodo Maa also known as Binapani Devi. He touched her feet and asked after her…",1091846188750368768,Jai Prakash Agarwal,https://twitter.com/JaiPrakashAga18
