cleaned_text,created_at,follower_count,profile_image,retweets,sentiment,text,tweet_id,user_name,user_url
PriyoBabul Apart from that I think its the FREE publicity she derived from hundreds of news channels for coveri,2019-02-06 23:59:55,797,https://pbs.twimg.com/profile_images/2999542883/83ce708571c728a759c10658cfef2099_normal.jpeg,0,positive,"PriyoBabul Apart from that, I think its the FREE publicity she derived from hundreds of news channels for coveri… https://t.co/CzySCYC5Ao",1093298275271233537,SHANKAR🇮🇳,https://twitter.com/sinhashankar
Modi ji Se Na Ho Payega,2019-02-06 23:59:54,156,https://pbs.twimg.com/profile_images/1076696630861037569/qQf_yeFr_normal.jpg,1964,neutral,@RuchiraC: Modi ji Se Na Ho Payega! https://t.co/rw4Nu0PxMA,1093298269189332992,Lucky strike भाग्यशाली हड़ताल خوش قمستی,https://twitter.com/Luckystrike_007
adimRizviFans Mera baba but aj k jwano ka sardar jo boly to kofr lrz jae America jese super pow,2019-02-06 23:59:52,109,https://pbs.twimg.com/profile_images/1085522687747862528/b8kC9RWc_normal.jpg,0,positive,adimRizviFans @zafariq25787244 Mera baba but aj k jwano ka sardar jo boly to kofr lrz jae America jese super pow… https://t.co/90yRt4CXlB,1093298259915886594,Km Lbaik Waly,https://twitter.com/KmLbaik
The Modi government’s economic policy has been disproportionately focused on a few big corporations neglecting small fi…,2019-02-06 23:59:50,345,https://pbs.twimg.com/profile_images/1065476614685782018/xjOV8sNw_normal.jpg,918,negative,"@yadavakhilesh: The Modi government’s economic policy has been disproportionately focused on a few big corporations, neglecting small fi…",1093298251040784384,SamajwadiParty Kanpur🐦,https://twitter.com/SamajwadipartyK
Did Modi govt exchange fake currency during demonetisation According to RBI’s annual reports it printed only ₹14.11 lakh c…,2019-02-06 23:59:48,3139,https://pbs.twimg.com/profile_images/997916593324638209/_Mt4Jzo9_normal.jpg,97,negative,"@vidya7281: Did Modi govt exchange fake currency during demonetisation? According to RBI’s annual reports, it printed only ₹14.11 lakh c…",1093298243545444352,Yash,https://twitter.com/puriyash41
4000 graduates including engineers &amp MBAs forced to compete for just 14 sweeper jobs in TN This appalling job crisis is…,2019-02-06 23:59:45,398,https://pbs.twimg.com/profile_images/549850448610742272/aW7H8i8A_normal.jpeg,347,negative,"@drshamamohd: 4000 graduates including engineers &amp; MBAs forced to compete for just 14 sweeper jobs in TN. 

This appalling job crisis is…",1093298230668988416,Salim,https://twitter.com/Salim_R_Qadri
Prediction The more the Modi govt targets #PriyankaGandhiVadra the more powerful she will become Modi &amp Shah know the con…,2019-02-06 23:59:43,124,https://pbs.twimg.com/profile_images/1062533074536292352/l6uFlKYd_normal.jpg,106,positive,"@SalmanSoz: Prediction: The more the Modi govt targets #PriyankaGandhiVadra, the more powerful she will become. Modi &amp; Shah know the con…",1093298223261863941,Yash,https://twitter.com/Girish24074485
the Congress as well as Maha Thug Bandhan wishes to settle these Rohingyas in India Desh ko barbaad kar denge,2019-02-06 23:59:42,22360,https://pbs.twimg.com/profile_images/1079192552073543680/vwfxlnCL_normal.jpg,1,neutral," the Congress as well as Maha Thug Bandhan wishes to settle these Rohingyas in India 
Desh ko barbaad kar denge… https://t.co/naIBKVSB78",1093298218845200385,Dhiraj Ahuja,https://twitter.com/DhirajAhuja1108
She has signs of a confident drunkard That he has unaccounted property in London is a fact Why support the corrupt Is it oka…,2019-02-06 23:59:41,399,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,41,neutral,@amz360: She has signs of a confident drunkard. That he has unaccounted property in London is a fact. Why support the corrupt? Is it oka…,1093298214055358469,Italian congress,https://twitter.com/congressmafia
India is making an impressive growth in value of Digital Payments through IMPS In the month of Nov 2018 the transaction was…,2019-02-06 23:59:32,42,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,478,positive,"@mvmeet: India is making an impressive growth in value of Digital Payments through IMPS

In the month of Nov 2018, 
the transaction was…",1093298176717713409,Rabish Jha,https://twitter.com/Rabishj
There were outcry in media to bring back fugitives like Vijay Mallaya Nirav Modi Mehul Choksi Christian Michel etc.…,2019-02-06 23:59:24,117,https://pbs.twimg.com/profile_images/797806250507567105/JhoA1NCo_normal.jpg,636,neutral,"@jgopikrishnan70: There were outcry in media to bring back fugitives like Vijay Mallaya, Nirav Modi, Mehul Choksi, Christian Michel etc.…",1093298143859363840,P Ramesh,https://twitter.com/Panatala_Ramesh
Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,2019-02-06 23:59:24,232,https://pbs.twimg.com/profile_images/1084460073412448257/6IAdOYt__normal.jpg,2535,neutral,@ETNOWlive: Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,1093298142064316416,DEVENDRA GURBAXANI,https://twitter.com/DEVENDRAGURBAXA
_Bhandari Seeing situation in West Bengal &amp rising BJP Vote share it will be a terrific if PM Modi contests a seat from there wil…,2019-02-06 23:59:21,579,https://pbs.twimg.com/profile_images/1087305415342415872/FJ8LmMdq_normal.jpg,1105,neutral,"@Ish_Bhandari: Seeing situation in West Bengal &amp; rising BJP Vote share, it will be a terrific if PM Modi contests a seat from there, wil…",1093298132618825729,Ankit Sharma,https://twitter.com/0807ankit
_ As I watched a video of Hafiz Saeed at a rally in Lahore foaming at the mouth like a rabid dog about PM Modi's visit to…,2019-02-06 23:59:21,273,https://pbs.twimg.com/profile_images/1092656683304636416/QU4vkYG5_normal.jpg,428,neutral,"@HarbirSingh_: As I watched a video of Hafiz Saeed at a rally in Lahore, foaming at the mouth like a rabid dog about PM Modi's visit to…",1093298128881471488,MeghNaad🏹☢️🕉️,https://twitter.com/AbleArcher7
‘Modi Government’s Track Record Is Splendid NDA Cleaned Up UPA’s Mess’ Noted Economist Arvind Panagariya,2019-02-06 23:59:15,460,https://pbs.twimg.com/profile_images/865242095765917697/efeVkyFo_normal.jpg,1593,positive,"@SwarajyaMag: ‘Modi Government’s Track Record Is Splendid, NDA Cleaned Up UPA’s Mess’: Noted Economist Arvind Panagariya

https://t.co/s…",1093298106773336064,Reah J.,https://twitter.com/PoisonOfChoice
इतिहा मे पहल बा को प्रधानमंत्र बोल पाकिस्तान बांग्लादेश हिन्दुओ क बार में. औ लिय ए संकल् भ https:/…,2019-02-06 23:59:11,870,https://pbs.twimg.com/profile_images/1093674839498506240/-fpzWMm8_normal.jpg,184,neutral,@SudarshanNewsTV: इतिहास में पहली बार कोई प्रधानमंत्री बोला पाकिस्तानी व बांग्लादेशी हिन्दुओं के बारे में.. और लिया एक संकल्प भी https:/…,1093298089425686531,Nandan Singh🇮🇳🇮🇳,https://twitter.com/Nandanneev
‘Modi Government’s Track Record Is Splendid NDA Cleaned Up UPA’s Mess’ Noted Economist Arvind Panagariya,2019-02-06 23:59:10,535,https://pbs.twimg.com/profile_images/1080853704780189696/dAXUcU4k_normal.jpg,1593,positive,"@SwarajyaMag: ‘Modi Government’s Track Record Is Splendid, NDA Cleaned Up UPA’s Mess’: Noted Economist Arvind Panagariya

https://t.co/s…",1093298086372364288,shiv shankar,https://twitter.com/sibu_57957
Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,2019-02-06 23:59:10,253,https://pbs.twimg.com/profile_images/756108243563319296/12Sw0t3g_normal.jpg,2535,neutral,@ETNOWlive: Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,1093298084208144386,Snipp!!!,https://twitter.com/_Snipps_
Did Modi Unilaterally Also Fix Rafale Price in April 2015 by ⁦ _d_h_nair NewsClick,2019-02-06 23:59:05,87,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,76,negative,@waglenikhil: Did Modi Unilaterally Also Fix Rafale Price in April 2015? | by ⁦@t_d_h_nair⁩ | NewsClick https://t.co/4QDXBy2LRw,1093298063278571520,Fahad,https://twitter.com/khajafahadahmed
Why did Smriti Irani even talk about quitting politics if Modi hangs his boots Looks like Modi is under serious pressure from…,2019-02-06 23:59:03,124,https://pbs.twimg.com/profile_images/1062533074536292352/l6uFlKYd_normal.jpg,97,negative,@rkhuria: Why did Smriti Irani even talk about quitting politics if Modi hangs his boots? Looks like Modi is under serious pressure from…,1093298055179395072,Yash,https://twitter.com/Girish24074485
_Bhandari Seeing situation in West Bengal &amp rising BJP Vote share it will be a terrific if PM Modi contests a seat from there wil…,2019-02-06 23:59:02,117,https://pbs.twimg.com/profile_images/797806250507567105/JhoA1NCo_normal.jpg,1105,neutral,"@Ish_Bhandari: Seeing situation in West Bengal &amp; rising BJP Vote share, it will be a terrific if PM Modi contests a seat from there, wil…",1093298053019140096,P Ramesh,https://twitter.com/Panatala_Ramesh
"_ Dear you are saying u had not even called Bill Clinton ""sir but had to call Modi 'sir to satisfy his ego. so what i…",2019-02-06 23:59:01,59,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1061,neutral,"@muglikar_: Dear @ncbn you are saying u had not even called Bill Clinton ""sir"" but had to call Modi 'sir' to satisfy his ego.. so what i…",1093298048464314370,Pibare,https://twitter.com/PastaPeeza
Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,2019-02-06 23:59:00,126,https://pbs.twimg.com/profile_images/515904043969818624/j8SYVtc8_normal.png,2535,neutral,@ETNOWlive: Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,1093298044416737280,Info,https://twitter.com/Infosureshom
It is not just stopping Modi or Amit Shah or Yogi Mamata Banerjee has even denied Shahnawaz Hussain permission to do ral…,2019-02-06 23:58:51,59,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,270,neutral,"@AbhishBanerj: It is not just stopping Modi or Amit Shah or Yogi, Mamata Banerjee has even denied Shahnawaz Hussain permission to do ral…",1093298006571524096,Pibare,https://twitter.com/PastaPeeza
A friend’s grandma from Chennai has registered as a voter for the first time She says she has never voted in her 72 years…,2019-02-06 23:58:45,1305,https://pbs.twimg.com/profile_images/954573171486638080/U3SoCHuy_normal.jpg,2657,positive,@ShefVaidya: A friend’s grandma from Chennai has registered as a voter for the first time. She says she has never voted in her 72 years…,1093297978561839106,Dilip Kumar,https://twitter.com/MahatoDilip
Did fulfill his promises? Five year report card of Narendra Modi #NationWantsNamo,2019-02-06 23:58:37,133,https://pbs.twimg.com/profile_images/940465689386610688/GDj-VUsb_normal.jpg,696,neutral,"@NationWantsNaMo: Did @narendramodi fulfill his promises?

Five year report card of Narendra Modi. 

#NationWantsNamo https://t.co/yvWLH…",1093297947150819328,Akhilesh,https://twitter.com/akhil1333
elections loom Prime Minister Modi has been accused of creating India's worst unemploy,2019-02-06 23:58:37,42,https://pbs.twimg.com/profile_images/816317797181616128/il0NJB7-_normal.jpg,0,negative,"elections loom, Prime Minister Modi has been accused of creating India's worst unemploy @AJEnglish… https://t.co/otItGfSVj8",1093297944281915393,miss-kute.com,https://twitter.com/myusufali1
di Government’s Track Record Is Splendid NDA Cleaned Up UPA’s Mess’ Noted Economist Arvind Panagariya,2019-02-06 23:58:25,508,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,positive,"di Government’s Track Record Is Splendid, NDA Cleaned Up UPA’s Mess’: Noted Economist Arvind Panagariya… https://t.co/dpDujd5lUl",1093297897796444160,mo,https://twitter.com/ramchandani2000
Pretty ironic coming from someone who said the mass murders and rape in Gujarat by Hindutva extremists under Modi…,2019-02-06 23:58:25,1086,https://pbs.twimg.com/profile_images/1010469627103760385/JYsLGDm5_normal.jpg,47,positive,@yehlog: @TulsiGabbard Pretty ironic coming from someone who said the mass murders and rape in Gujarat by Hindutva extremists under Modi…,1093297897544781825,Sarah Deo,https://twitter.com/SarahTitus0306
_Bies Rather than waiving off loans Modi govt is threatening &amp harassing poor farmers Look at this small farmer ED called him for…,2019-02-06 23:58:25,546,https://pbs.twimg.com/profile_images/973989112830029824/57V8zTI0_normal.jpg,452,negative,"@Ra_Bies: Rather than waiving off loans, Modi govt is threatening &amp; harassing poor farmers. Look at this small farmer, ED called him for…",1093297894583525381,gadwal mallikarjuna,https://twitter.com/gadwalmallu
One video two questions: 1 A leader is one who knows the way and shows the way What do you call a man who has to be…,2019-02-06 23:58:16,30,https://pbs.twimg.com/profile_images/952675914890010626/IdeQfrs3_normal.jpg,5836,neutral,"@sudhirchaudhary: One video, two questions:
1. A leader is one who knows the way and shows the way. What do you call a man who has to be…",1093297856277032961,Ravi Chouhan,https://twitter.com/ravi_chouhan
_fc Ye galat h supreme Court se clean chit h modi ji ko phir ye ilzam lagane ka kya sense pls jara soch ke bolo m…,2019-02-06 23:58:15,47,https://pbs.twimg.com/profile_images/1093563138409197571/NXSyvMwY_normal.jpg,1,positive,@Pawan49182074: @Dishuu_fc Ye galat h supreme Court se clean chit h modi ji ko phir ye ilzam lagane ka kya sense pls jara soch ke bolo m…,1093297855584980993,अवध नारायण Sharma,https://twitter.com/KKte4GO1AD1LPr8
Did fulfill his promises? Five year report card of Narendra Modi #NationWantsNamo,2019-02-06 23:58:12,487,https://pbs.twimg.com/profile_images/1006527185891414016/XmVMgMTW_normal.jpg,696,neutral,"@NationWantsNaMo: Did @narendramodi fulfill his promises?

Five year report card of Narendra Modi. 

#NationWantsNamo https://t.co/yvWLH…",1093297840153976832,Maverick!,https://twitter.com/modivivek
What if had invoked NSA for cow slaughter Don't agree with many things has done but just…,2019-02-06 23:58:05,461,https://pbs.twimg.com/profile_images/760086552575868930/-oZzQ0Y2_normal.jpg,1002,positive,"@thesuniljain: What if @myogiadityanath had invoked NSA for cow slaughter? Don't agree with many things @narendramodi has done, but just…",1093297811737722880,Nimesh,https://twitter.com/nimesh_nagar
Did fulfill his promises? Five year report card of Narendra Modi #NationWantsNamo,2019-02-06 23:58:05,130,https://pbs.twimg.com/profile_images/997253248540000257/d95YxqkY_normal.jpg,696,neutral,"@NationWantsNaMo: Did @narendramodi fulfill his promises?

Five year report card of Narendra Modi. 

#NationWantsNamo https://t.co/yvWLH…",1093297810441523201,Hardcore Banda - હાર્ડકોર બંદા - हार्डकोर बंदा,https://twitter.com/hardcorebanda
Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,2019-02-06 23:57:53,60,https://pbs.twimg.com/profile_images/1092204039360569344/8ndQSu2D_normal.jpg,2535,neutral,@ETNOWlive: Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,1093297759610781696,Shivang Rai,https://twitter.com/ShivangRai7
"The percentage of amount collected as Cess and Surcharge in 2013-14 during Congress-UPA was only 6.3 (71,714 Crore and no…",2019-02-06 23:57:45,160,https://pbs.twimg.com/profile_images/544024606005145601/4LuPy-TG_normal.jpeg,108,neutral,"@rachitseth: The percentage of amount collected as Cess and Surcharge in 2013-14 during Congress-UPA was only 6.3% (71,714 Crore) and no…",1093297726274494464,lakshmiprashant,https://twitter.com/lakshmiprashan7
_681 Una noticia que han omitido los grandes medios las grandes marchas #comunistas que est viviendo la #India desde enero Ent…,2019-02-06 23:57:43,1037,https://pbs.twimg.com/profile_images/1036749036739551232/IehMSbhV_normal.jpg,2782,neutral,@Bojan_681: Una noticia que han omitido los grandes medios: las grandes marchas #comunistas que está viviendo la #India desde enero. Ent…,1093297719995699200,Inma Atanasio,https://twitter.com/InmaAtg
Aur aap samajh lijiye Agar Modi k khilaaf zor se koi awaaz aayee hai Toh samajh lena ki Modi ne kahin chabi tight ki h…,2019-02-06 23:57:41,616,https://pbs.twimg.com/profile_images/788399143668490240/I5fBg_LF_normal.jpg,90,negative,"@Manesha76: "" Aur aap samajh lijiye, 
Agar Modi k khilaaf zor se koi awaaz aayee hai, 
Toh samajh lena ki Modi ne kahin chabi tight ki h…",1093297709526777856,अशोक ओझा,https://twitter.com/ashoktulsi
Modi govt has promoted usage of LPG across the country to provide smoke free kitchens Under PMUY over 6 crore LPG connecti…,2019-02-06 23:57:37,173,https://pbs.twimg.com/profile_images/1030450109442535424/KfYPVH9B_normal.jpg,523,positive,"@BJP4India: Modi govt has promoted usage of LPG across the country to provide smoke free kitchens. Under PMUY, over 6 crore LPG connecti…",1093297695551152128,Sain Devender Rana,https://twitter.com/SainDevenderbjp
grika4india jab suraj chand rahega hmara modi ji iss desh ka pm rahega .. Bolo har har modi ghar ghar modi,2019-02-06 23:57:37,4,https://pbs.twimg.com/profile_images/1093300441805246464/6-fo0yUR_normal.jpg,0,neutral,"grika4india jab suraj chand rahega hmara modi ji iss desh ka pm rahega ..
Bolo har har modi  ghar ghar modi",1093297693735059456,💖Búñty Síñgh RájPút💖,https://twitter.com/BtySghRjPt1
A friend’s grandma from Chennai has registered as a voter for the first time She says she has never voted in her 72 years…,2019-02-06 23:57:34,226,https://pbs.twimg.com/profile_images/1087906340914089984/kQHMdb6q_normal.jpg,2657,positive,@ShefVaidya: A friend’s grandma from Chennai has registered as a voter for the first time. She says she has never voted in her 72 years…,1093297680745287681,Radheshyam Prajapati,https://twitter.com/RadheshyamAry11
failelif Save your tweet I assure you Modi will continue to be PM adfter 2019.,2019-02-06 23:57:24,1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,neutral,failelif Save your tweet. I assure you Modi will continue to be PM adfter 2019.,1093297637908828160,NationFirst,https://twitter.com/NationF18362834
TMC The Mamata Corrupt party Over 17 lakh people were cheated in Saradha scam much more looted in rose valley scam. Wh…,2019-02-06 23:57:17,117,https://pbs.twimg.com/profile_images/797806250507567105/JhoA1NCo_normal.jpg,193,positive,"@iAnkurSingh: TMC: The Mamata Corrupt party

Over 17 lakh people were cheated in Saradha scam, much more looted in rose valley scam.

Wh…",1093297608741707776,P Ramesh,https://twitter.com/Panatala_Ramesh
Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,2019-02-06 23:57:06,169,https://pbs.twimg.com/profile_images/1090135135268233217/dCfEhvV7_normal.jpg,2535,neutral,@ETNOWlive: Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,1093297564126855168,The Patriot🇮🇳,https://twitter.com/Indian_567
hende67015515 Modi,2019-02-06 23:57:03,5,https://pbs.twimg.com/profile_images/1080101245560545280/RksrnWId_normal.jpg,0,neutral,hende67015515 @narendramodi Modi,1093297551737061376,ashok,https://twitter.com/ashok01918801
ज न पूर दुनिय मे डंक बज रख ह ए ह ना मोद मोद कहत लो औ ए ह झंड ज फैल थ पूर दे मे कमल,2019-02-06 23:56:57,3,https://pbs.twimg.com/profile_images/1092987031066574848/fm101kE-_normal.jpg,0,neutral,ी जी ने पूरी दुनिया में डंका बजा रखा है एक ही नाम मोदी मोदी कहते लोग और एक ही झंडा जो फैला था पूरे देश में कमल… https://t.co/WYJGZf094c,1093297525115633664,Suresh Choudhary,https://twitter.com/SureshC65141574
Bengaluru #Rajanukunte ground was filled #Modi cheers Program organised by #TeamModi was a great success After Series of vi…,2019-02-06 23:56:55,53,https://pbs.twimg.com/profile_images/982225896630206466/ts7ScrQE_normal.jpg,124,positive,@astitvam: Bengaluru #Rajanukunte ground was filled #Modi cheers. Program organised by #TeamModi was a great success. After Series of vi…,1093297517934985216,SHIVAKUMAR S,https://twitter.com/pulagantishiva
Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,2019-02-06 23:56:51,379,https://pbs.twimg.com/profile_images/1029031029619617794/M0hW8Oaf_normal.jpg,2535,neutral,@ETNOWlive: Here's why ace investor Rakesh Jhunjhunwala believes Narendra Modi will be back as the Prime Minister in #LokSabhaElections2…,1093297499563974656,bhupesh kumar papnai,https://twitter.com/bhupeshpapnai
_Modi19 Boss Said Clearly No need of Election _BJP _24 …,2019-02-06 23:56:48,3033,https://pbs.twimg.com/profile_images/1062691734772170752/Pkg_Yxn7_normal.jpg,45,negative,"@AnilJ_Modi19: Boss Said Clearly 

No need of Election 

@Ramesh_BJP
@mahendra3
@jvidyasagar
@vineet_24
@mgnayak5
@nishants79
@vanitajai…",1093297490885931008,🇮🇳 Vidyasagar வித்யாசாகர் विद्यासागर 🇮🇳,https://twitter.com/jvidyasagar
A friend’s grandma from Chennai has registered as a voter for the first time She says she has never voted in her 72 years…,2019-02-06 23:56:44,251,https://pbs.twimg.com/profile_images/563824343637962753/JOMu17v7_normal.jpeg,2657,positive,@ShefVaidya: A friend’s grandma from Chennai has registered as a voter for the first time. She says she has never voted in her 72 years…,1093297473219551232,Rohit Nath,https://twitter.com/Rohit_ddn
"_jain Media ""No jobs Narendra Modi has failed on this front!"" Reality IIM Lucknow registered 100 final placements for its…",2019-02-06 23:56:24,546,https://pbs.twimg.com/profile_images/973989112830029824/57V8zTI0_normal.jpg,799,negative,"@vinayak_jain: Media: ""No jobs! Narendra Modi has failed on this front!""

Reality: IIM Lucknow registered 100% final placements for its…",1093297387655708672,gadwal mallikarjuna,https://twitter.com/gadwalmallu
Did Modi govt exchange fake currency during DeMob RBI report says so According to RBI’s annual reports it printed o…,2019-02-06 23:56:21,398,https://pbs.twimg.com/profile_images/549850448610742272/aW7H8i8A_normal.jpeg,179,negative,"@chilledharry211: Did Modi govt exchange fake currency during DeMob? RBI report says so

According to RBI’s annual reports, it printed o…",1093297376465436674,Salim,https://twitter.com/Salim_R_Qadri
"_ Dear you are saying u had not even called Bill Clinton ""sir but had to call Modi 'sir to satisfy his ego. so what i…",2019-02-06 23:56:10,190,https://pbs.twimg.com/profile_images/923844563898318848/1eWbaQLH_normal.jpg,1061,neutral,"@muglikar_: Dear @ncbn you are saying u had not even called Bill Clinton ""sir"" but had to call Modi 'sir' to satisfy his ego.. so what i…",1093297327551508481,Sai Krishna,https://twitter.com/sairao_cool
_Bhandari Seeing situation in West Bengal &amp rising BJP Vote share it will be a terrific if PM Modi contests a seat from there wil…,2019-02-06 23:56:05,89,https://pbs.twimg.com/profile_images/915842770320814080/3Jd-i2za_normal.jpg,1105,neutral,"@Ish_Bhandari: Seeing situation in West Bengal &amp; rising BJP Vote share, it will be a terrific if PM Modi contests a seat from there, wil…",1093297309092274176,Rahul Chauhan,https://twitter.com/I_RahulChauhan
"_ Dear you are saying u had not even called Bill Clinton ""sir but had to call Modi 'sir to satisfy his ego. so what i…",2019-02-06 23:56:05,377,https://pbs.twimg.com/profile_images/2540598558/22ew5tssk5hfmto2d3zp_normal.png,1061,neutral,"@muglikar_: Dear @ncbn you are saying u had not even called Bill Clinton ""sir"" but had to call Modi 'sir' to satisfy his ego.. so what i…",1093297306781179904,mohanrakesh,https://twitter.com/mohanrakesh1909
What if had invoked NSA for cow slaughter Don't agree with many things has done but just…,2019-02-06 23:56:04,46,https://pbs.twimg.com/profile_images/642666641197629440/1-jXZQ1__normal.jpg,1002,positive,"@thesuniljain: What if @myogiadityanath had invoked NSA for cow slaughter? Don't agree with many things @narendramodi has done, but just…",1093297302502952960,Raji Iyer,https://twitter.com/Rajiiyer100
"_jain Media ""No jobs Narendra Modi has failed on this front!"" Reality IIM Lucknow registered 100 final placements for its…",2019-02-06 23:56:03,1214,https://pbs.twimg.com/profile_images/1104928915/prahlad_normal.jpg,799,negative,"@vinayak_jain: Media: ""No jobs! Narendra Modi has failed on this front!""

Reality: IIM Lucknow registered 100% final placements for its…",1093297300787679232,Prahlada Basanth,https://twitter.com/prahladnb
A clinical demolition by Columbia University’s Arvind Panagariya of UPA’s high inflation decade on steroids that piggyb…,2019-02-06 23:55:59,195,https://pbs.twimg.com/profile_images/726050148535689216/fvVpALul_normal.jpg,1284,positive,@MinhazMerchant: A clinical demolition by Columbia University’s Arvind Panagariya of UPA’s high inflation decade on steroids that piggyb…,1093297282185814017,Fifty Character Name of The Tweeter...,https://twitter.com/Fib_ber
ral_SMS Modi,2019-02-06 23:55:55,22,https://pbs.twimg.com/profile_images/1091440837433704448/QzXEwalc_normal.jpg,0,neutral,ral_SMS Modi,1093297268139134976,Bhavesh patel,https://twitter.com/Bhavesh77212356
संघी ठांच प करार प्रहा ह रह है जेप औ लोहिय क बा करन वाल नीती कुमा जैस स्वार्थ कुर्सीवाद लो चुप्पी…,2019-02-06 23:55:54,76,https://pbs.twimg.com/profile_images/904361637720629248/RbMD8aY5_normal.jpg,871,neutral,@yadavtejashwi: संघीय ठांचे पर करारा प्रहार हो रहा है। जेपी और लोहिया की बात करने वाले नीतीश कुमार जैसे स्वार्थी कुर्सीवादी लोग चुप्पी…,1093297263718281216,HEMANT YADAV,https://twitter.com/HEMANTGGV
‘Modi Government’s Track Record Is Splendid NDA Cleaned Up UPA’s Mess’ Noted Economist Arvind Panagariya,2019-02-06 23:55:51,94,https://pbs.twimg.com/profile_images/1020953281454125056/FZoflMww_normal.jpg,1593,positive,"@SwarajyaMag: ‘Modi Government’s Track Record Is Splendid, NDA Cleaned Up UPA’s Mess’: Noted Economist Arvind Panagariya

https://t.co/s…",1093297248165904384,Prashant Banerjee,https://twitter.com/PrashantBaner15
cchio la Rai la vedi in due modi là o se hai una sim italiana... ah no porcodio! #Legacy,2019-02-06 23:55:48,65,https://pbs.twimg.com/profile_images/644844957514231808/5apCfAeE_normal.jpg,0,negative,"cchio, la Rai la vedi in due modi là: o se hai una sim italiana.... ah no porcodio!"" #Legacy",1093297237533343745,Pietro Padoan,https://twitter.com/PadoanPietro
the economic fortunes are not turned around by Politicians it's done by private enterprise.. It is folks lik,2019-02-06 23:55:48,11035,https://pbs.twimg.com/profile_images/1080172728412524546/9dAk6bZ8_normal.jpg,4,positive,", the economic fortunes are not turned around by Politicians, it's done by private enterprise... It is folks lik… https://t.co/SVqVe3pA8I",1093297235469717505,Kudzai Mutisi,https://twitter.com/KMutisi
Then why do you support modi,2019-02-06 23:55:43,278,https://pbs.twimg.com/profile_images/1082008624707321857/12A5aYrk_normal.jpg,17,neutral,@brumbyoz: Then why do you support modi ? https://t.co/OBDQVc5f53,1093297215215464448,Bremsstrahlung,https://twitter.com/bremsstrahlunng
Can anything be more of a 'durbhagya than the fact that Syed Modi lost his life AND wife because of Sanjay Singh This ma…,2019-02-06 23:55:38,1449,https://pbs.twimg.com/profile_images/1091281639366373376/I2ET0XIg_normal.jpg,437,positive,@DharRenuka: Can anything be more of a  'durbhagya' than the fact that Syed Modi lost his life AND wife because of Sanjay Singh! This ma…,1093297195930058752,Abhishek Singh,https://twitter.com/Abhi_4_Nation
#VandeBharat Express launch date exclusive Engine-less #Train18 to be flagged off by PM Modi on this day #FEExclusive…,2019-02-06 23:55:32,1214,https://pbs.twimg.com/profile_images/1104928915/prahlad_normal.jpg,174,neutral,@FinancialXpress: #VandeBharat Express launch date exclusive! Engine-less #Train18 to be flagged off by PM Modi on this day #FEExclusive…,1093297168318902272,Prahlada Basanth,https://twitter.com/prahladnb
A legend speaks bluntly for #Modi Hope some more elite members will gather courage to speak out now,2019-02-06 23:55:25,111,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,774,positive,@RatanSharda55: A legend speaks bluntly for #Modi. Hope some more elite members will gather courage to speak out now. 😊 https://t.co/ECK…,1093297142314270721,tin-tin,https://twitter.com/shama_Tikoo
Did Modi govt exchange fake currency during DeMob RBI report says so According to RBI’s annual reports it printed o…,2019-02-06 23:55:21,1096,https://pbs.twimg.com/profile_images/1057452772746907648/jzO7EDSM_normal.jpg,179,negative,"@chilledharry211: Did Modi govt exchange fake currency during DeMob? RBI report says so

According to RBI’s annual reports, it printed o…",1093297126103109632,👉 హరిబాబు 👈,https://twitter.com/HaribabuTDP
